Domain Code,Domain,Reporter Country Code (M49),Reporter Countries,Partner Country Code (M49),Partner Countries,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TM","Detailed trade matrix","792","Türkiye","840","United States of America","5610","Import Quantity","0141","Soya beans","2022","2022","t","229817.04","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","840","United States of America","5910","Export Quantity","0141","Soya beans","2012","2012","t","992","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","840","United States of America","5910","Export Quantity","0141","Soya beans","2013","2013","t","4828","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","840","United States of America","5910","Export Quantity","0141","Soya beans","2015","2015","t","1525.77","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","840","United States of America","5910","Export Quantity","0141","Soya beans","2016","2016","t","163831.62","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","840","United States of America","5910","Export Quantity","0141","Soya beans","2017","2017","t","75131.4","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","840","United States of America","5910","Export Quantity","0141","Soya beans","2018","2018","t","17572","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","840","United States of America","5910","Export Quantity","0141","Soya beans","2019","2019","t","74861.31","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","840","United States of America","5910","Export Quantity","0141","Soya beans","2020","2020","t","65026.3","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","840","United States of America","5910","Export Quantity","0141","Soya beans","2021","2021","t","66239.33","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","840","United States of America","5910","Export Quantity","0141","Soya beans","2022","2022","t","88375.9","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","858","Uruguay","5610","Import Quantity","0141","Soya beans","2004","2004","t","2348","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","858","Uruguay","5610","Import Quantity","0141","Soya beans","2005","2005","t","32904","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","858","Uruguay","5610","Import Quantity","0141","Soya beans","2007","2007","t","38448","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","858","Uruguay","5610","Import Quantity","0141","Soya beans","2008","2008","t","20786","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","858","Uruguay","5610","Import Quantity","0141","Soya beans","2010","2010","t","49406","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","858","Uruguay","5610","Import Quantity","0141","Soya beans","2011","2011","t","570","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","858","Uruguay","5610","Import Quantity","0141","Soya beans","2013","2013","t","36962","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","858","Uruguay","5610","Import Quantity","0141","Soya beans","2014","2014","t","2127.1","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","858","Uruguay","5610","Import Quantity","0141","Soya beans","2015","2015","t","73287.55","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","858","Uruguay","5610","Import Quantity","0141","Soya beans","2016","2016","t","45019.64","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","858","Uruguay","5610","Import Quantity","0141","Soya beans","2020","2020","t","120757.9","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","858","Uruguay","5610","Import Quantity","0141","Soya beans","2021","2021","t","57704.2","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","858","Uruguay","5610","Import Quantity","0141","Soya beans","2022","2022","t","14193.6","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","860","Uzbekistan","5910","Export Quantity","0141","Soya beans","2005","2005","t","0","A","Official figure"
"TM","Detailed trade matrix","792","Türkiye","860","Uzbekistan","5910","Export Quantity","0141","Soya beans","2022","2022","t","324.15","A","Official figure"
